"","date","X4.star.hotel","X4.star.hotels","X4..hotels","accommodation.in","airport.hotel.parking","airway","akti.beach.club","all.hotels","allen.overy","apartment.rent","arco","artnet","atlantic.electricity","atlantic.energy","atlantic.power","average.fuel.price","average.wages","barcelo.brighton","barcelo.cardiff.angel.hotel","barcelo.cardiff","barcelo.edinburgh","barcelo.hotel.oxford","barcelo.oxford","bed.and.breakfasts","bentley.college","best.bridal.prices","bingley","bmw.cars","bmws","book.price","bridal.gown","bristol.and.west","british.gas.price","british.gas.prices","brussels.airline","building.society.uk","business.gas","buxton.palace.hotel","buxton.palace","c02","calculating.percentage","campanile","car.arena","car.hire.in","car.safety","car.test","cardiff.angel.hotel","cars..com","catersell","cavity.closure","cell.cancer","charter.flight","chateaux","cheap.bed.and.breakfasts","cheap.break","cheap.breaks","cheap.car","cheap.city.break","cheap.city.breaks","cheap.city","cheap.deal","cheap.deals","cheap.flights.from.glasgow","cheap.flights.from","cheap.flights.glasgow","cheap.flights.london","cheap.flights.to.belfast","cheap.flights.to.france","cheap.flights.to.ireland","cheap.flights.to.toronto","cheap.flights.to","cheap.flights","cheap.gas","cheap.hotels","cheap.packages","cheap.paris","cheap.short.breaks","cheap.travel","cheap.trips","cheap.weekend.break","cheap.weekend.deals","cheap.weekends","cheap","cheaper.gas","cheapest.flights.to","cheapest.flights","cheapest.gas.prices","cheapest.gas","cheats.com","chi.squared","child.ed","choice.travel","claris","co2","coach.travel","compare.gas.prices","compare.gas","compulsory.retirement","conjugador","construction.project","consumer.price.index","consumer.price","cost.of.food","cottage.scotland","cottages.for.hire","cottages.to.let","country.club","country.property.auctions","cpi.rpi","cpi","creative.writing.course","cruise.holiday","current.inflation.rate","current.inflation.rates","current.inflation","current.interest.rate","current.interest","current.issues","current.rate.of.inflation","daily.record.newspaper","days.inn.nottingham","dealers","delta.air","dial.a.flight","dienstverlening","dietary","differences.in","differentials","distant.learning","diving.in","diving.school","domestic.fuel","domestic.heating","driving.agencies","driving.vacancies","drug.prices","e.trade","eco.schools","economy.of","edinburgh.carlton","education.city..com","education.plus","electric.gas","electric.prices","electricity.bills","electricity.costs","electricity.price","electricity.prices","elluminate","energy.advice","energy.costs","energy.grants","energy.performance.certificates","energy.savings","energy.shop","energyhelpline.com","english.translate","epidemiological","equalities.office","equalities","equity","euro.into.pound","exchange.rate.of.euro","exercise.training","expedia","expenditure","expertise","f1.hotels","fashion.industry","feminax.ultra","ferries","fertilisation","find.property.com","first.choice.travel","fit","five.star.hotels","flat.rental","flat.rentals","flats.in.london","flight.center","flight.centre","flights.brisbane","flights.cyprus","flights.malta","flights.to.ireland","flights.to.porto.santo","flights.to.scotland","flights.to.tenerife","flights.to.toronto","flights.to","flights","florida.flights","food.bills","food.price","food.prices","ford.motor","four.years.strong","framework","freelance.world","freeport.swimming","fuel.bills","fuel.rate","fuel.suppliers","funds","gas.bills","gas.charges","gas.electric.prices","gas.electric","gas.electricity.prices","gas.electricity","gas.price.comparison","gas.price.increases","gas.price.rise","gas.price.rises","gas.price","gas.prices","gatwick.hotels","genetic.engineering","geothermal.heating","ghia","glasgow.to.newquay","glasseco","global.travel","globalisation","goddiva","gold.youtube","golden.sands.hotel","golf.holidays","golf.in","government.equalities.office","graham.technology","green.beauty","green.building","green.car","guest.houses","guideline","halifax.building.society","halifax.building","hbg.construction","hbos.share.prices","henry.boot","hertz.car.sales","hertz","hill.music","holiday.autos","holiday.cyprus","holiday.thailand","holidays.cuba","holidays.in.cyprus","home.office.tier.1","hostels.in","hotel.grand","hotel.in","hotel.le","hotel.map","hotel.morecambe","hotel.porto.santo","hotel.review","hotels.at","hotels.in.south","hotels.in","hotels.reviews","hotels","house.rental","housebuilder","housing.market","housing.price","housing.prices","human.right","immigration","implications","in.construction","in.vegas","income.tax.allowances","inflation.rate","inflation.uk","inflation.wiki","inflation","influencing","ins","insight.com","insolvency.practitioner","intakes","internet.call","investi","involvement","irish.cultural.centre","ius","java2s","jet","job.agencies","jobcentreplus.org","john.radcliffe.hospital.oxford","kombo","kyriad","lake.district.cottage","language.school","law.act","law.course","learn.italian","leeds.united.football.club","legal.general","letting.agency","letting.agents","letting","lichfield.mercury.jobs","linux.laptop","liverpool.intranet","living.in.spain","london.share","losertown","luxury.hotel","luxury.hotels","maple.hotel","market.forecast","matches.boutique","measures","mercedes.clc","mocha.brown","money.market..com","money.saving.ideas","money.super.market.com","mortality","mortgage.business","mortgage.lender","motivating","motor.inn","movie.club","narratives","nature.spa","new.citroen.berlingo","nptc","numeracy.world","obesity","office.development","ont","oxford.comma","package.deal","paid.to.review","palace.hotel","papers.mac","participation","pat.testing","payers","personal.tax.allowances","pets.welcome","pier.beach","plus.florence","portland.travel","power.prices","precision.marketing","premier.inn.com","prevalence","price.increases","primary.resource","primary.resources.com","primary.standards","primo","production.of","profit.and.loss","promoting","property.letting","property.lettings","property.market","property.rent","property.rental","public.involvement","quality.control","quality.hotel.cardiff","quality.hotel.glasgow","radcliffe.hospital.oxford","rail.fare","rail.fares","rate.bank","rate.of.inflation","rate.","rates.","rci","relais","rent.flats","rent.property","rental.apartments","rental.in","renting","resort.florida","riding.schools","riu.guarana","rotten.tomato","rpi.cpi","rpi","rsb","ruffians","rungay","same.moon","savings","scarlett.evenings","sdl.translation","seat.cupra.net","self.cater","self.catering.cottage","selfcatering","semantic","short.break","short.breaks","show.vacancies","singles.holiday","site.waste.management.plans","sites","small.hotels","social.responsibility","social.support","soils","sol.hotels","solar.heating","solar.water.heating","spa.holiday","spa.holidays","spiral.stair","sta.travel","sta","stability","standing.waves","star.hotel","star.hotels","star.travel","str","sunsail","surfing.holidays","tax.calculators","tax.guide","team.northumbria","tennis.brighton","tesco.dental.plan","text.editor","the.management","the.mortgage.business","the.rolex","thomas.cook.holiday.deals","tier.1.calculator","tier.1.uk","tier.one","timeshare","tokyo.hotels","top.bananas","trading","trail.finder","train.routes","training.on","transactional","travel.agents","trips.to","uk.gas.prices","uk.house.price","uk.house","uk.housing.market","uk.housing","uk.inflation","uk.rpi","utility.prices","vacancies.for","venmore.liverpool","verbe","villas.for.hire","want.glasses","water.heating","waterways","weddings.in","weekend.trips","well.done.fillet","wizzair.com","world.ticket","www.bbc.co","www.cartoon.network.com","year.round.weather","zimbabwean.dollar"
"29","2006-05-01",64,76,71,58,57,76,0,42,68,61,51,31,5,15,28,18,63,0,0,0,0,0,0,55,17,24,39,54,52,63,47,36,15,33,21,29,35,36,41,30,50,64,20,70,57,40,31,37,0,30,65,46,47,"40",58,52,74,62,65,67,46,66,60,70,73,78,57,69,40,55,77,70,65,65,61,71,43,62,55,33,44,64,70,37,70,56,100,39,"22",59,33,45,58,41,64,31,20,53,0,61,37,44,37,57,31,53,72,27,18,51,14,65,41,26,32,60,50,34,12,22,0,69,69,45,42,56,50,47,14,43,46,21,47,35,78,45,59,39,51,76,0,47,35,41,30,14,51,41,27,63,52,46,0,38,42,38,35,38,25,31,80,24,12,55,64,55,53,58,58,0,61,57,"19",48,43,52,53,44,54,42,61,38,68,81,56,0,63,64,68,80,73,63,19,32,48,57,0,69,0,0,18,13,30,79,53,52,26,32,57,41,33,0,42,38,38,39,52,35,75,56,31,0,39,61,0,0,56,58,68,0,13,40,57,48,57,75,48,52,31,25,56,0,73,82,63,61,76,60,55,0,64,66,77,61,67,16,30,64,59,64,68,72,64,69,21,46,32,41,57,73,61,81,47,79,58,40,0,66,49,90,13,36,9,30,0,58,0,44,0,83,51,0,24,28,61,44,61,64,63,49,65,67,51,60,67,0,28,16,40,53,0,73,62,31,23,23,77,0,0,0,27,29,74,60,26,63,17,52,37,10,53,35,24,67,47,66,9,49,0,73,68,52,49,50,57,35,20,0,40,50,29,11,69,32,39,39,48,53,50,64,56,73,93,55,68,61,32,43,25,11,33,38,31,34,37,51,24,54,67,71,70,40,67,69,43,69,0,68,18,53,26,4,0,0,50,0,27,52,26,61,58,54,60,52,38,37,0,74,64,77,61,58,60,97,100,37,37,33,59,70,67,47,58,75,63,51,45,68,26,53,0,69,0,56,58,17,12,29,0,0,13,49,26,20,79,34,62,65,61,54,60,15,33,46,23,34,43,24,10,76,60,41,60,26,53,60,66,35,0,22,73,45,38,26,0
"30","2006-06-01",52,67,70,58,54,61,0,26,62,67,51,41,32,24,25,0,75,0,0,0,0,0,0,50,18,0,35,61,25,50,60,24,16,14,23,26,66,49,37,44,50,54,13,78,44,53,37,32,0,0,53,51,42,"33",65,55,71,40,42,62,55,65,62,75,63,76,85,66,69,54,86,73,57,68,72,72,47,68,63,43,29,57,71,16,63,63,42,24,"22",34,18,59,41,36,68,31,16,0,0,50,35,30,42,70,37,63,71,29,13,47,21,56,29,0,29,53,61,40,23,14,0,65,50,71,23,53,49,25,45,48,20,31,52,46,63,20,55,65,48,36,45,67,33,28,42,44,38,40,0,76,71,27,4,55,34,20,34,75,27,38,74,13,5,32,64,45,62,66,47,0,66,58,"26",57,41,46,52,48,60,50,67,90,82,68,61,0,77,62,62,82,74,64,30,37,46,42,0,63,17,40,38,7,27,68,31,14,38,35,34,42,14,33,45,20,36,31,50,26,32,71,0,0,42,29,0,3,69,55,62,0,23,40,47,38,60,78,54,47,16,13,64,22,74,69,75,44,53,50,48,0,65,68,74,65,73,14,21,57,59,67,67,71,63,56,19,25,5,44,34,63,41,72,36,32,50,32,0,59,50,84,20,39,14,36,0,44,27,36,41,89,73,0,51,30,71,59,60,47,42,60,19,61,62,61,72,0,20,17,40,53,0,60,55,17,10,25,52,0,0,0,59,0,61,70,43,44,28,40,18,5,28,43,60,53,53,62,5,62,0,76,0,42,62,64,43,46,48,0,51,22,31,12,53,14,30,83,37,70,35,58,52,79,79,62,67,69,20,53,33,17,20,40,36,36,36,34,19,56,46,72,72,27,67,76,50,66,0,28,0,41,61,4,0,17,49,0,19,0,14,68,56,44,60,48,40,44,0,74,57,37,39,53,58,63,54,42,32,35,75,69,48,17,66,72,78,41,58,57,28,53,22,73,0,51,45,19,15,24,0,6,20,50,28,21,74,18,58,65,52,56,67,35,46,47,16,34,39,26,39,93,52,38,54,0,39,69,71,37,0,23,100,71,18,35,53
"31","2006-07-01",67,69,78,68,66,59,0,46,87,66,46,59,75,60,79,19,59,0,0,0,0,0,0,65,36,51,38,62,22,73,40,42,28,30,38,27,45,27,21,45,31,60,21,86,47,58,28,47,0,47,50,58,67,"51",68,74,87,44,85,78,79,98,100,84,88,100,98,68,88,57,99,85,77,82,86,89,61,87,61,62,59,67,83,85,81,72,62,54,"33",33,17,79,19,35,79,57,32,27,0,48,48,41,30,43,26,83,78,28,13,42,32,79,14,28,40,38,60,20,13,23,21,76,66,74,0,31,22,41,69,67,36,15,58,40,66,27,36,31,30,32,22,71,63,74,21,51,72,71,28,48,42,59,4,47,39,0,35,27,26,32,76,0,27,57,83,31,59,61,26,0,79,19,"31",73,45,57,62,37,62,64,65,89,85,83,82,48,91,82,67,97,87,77,20,28,30,72,0,59,16,39,19,14,76,72,55,27,65,66,78,77,75,48,44,20,53,60,59,6,31,83,49,0,72,18,0,2,77,73,82,0,18,39,53,53,65,62,59,59,41,28,55,21,87,91,67,73,55,75,64,0,70,79,87,73,79,35,21,75,68,87,82,76,74,67,15,40,14,40,16,69,25,56,51,45,32,51,32,42,17,91,0,43,16,55,0,40,0,32,0,90,70,0,55,40,61,71,58,34,68,72,33,66,64,67,77,100,22,17,42,64,0,87,73,100,40,0,42,5,27,0,29,0,29,57,52,27,24,37,17,5,28,45,0,35,61,41,5,72,0,87,0,21,76,41,34,38,54,0,89,73,51,11,48,61,41,83,30,56,27,25,45,79,94,55,79,68,20,36,39,28,37,89,42,30,30,33,25,75,61,75,82,62,86,77,73,75,0,38,12,43,60,8,0,0,51,0,14,0,13,75,66,42,76,70,26,40,19,87,68,59,63,19,72,100,99,52,46,14,69,76,42,0,76,84,94,62,69,61,22,50,32,57,0,51,46,32,25,61,0,0,20,56,43,42,78,90,65,60,42,71,93,51,37,48,18,35,43,25,22,77,13,27,91,0,46,78,74,49,0,0,55,51,38,41,52
"32","2006-08-01",74,87,87,67,84,87,0,39,78,65,62,25,100,100,100,0,78,0,0,31,14,0,0,66,0,0,42,60,34,72,51,39,38,40,40,29,50,76,56,35,30,54,12,80,60,59,41,36,0,30,68,61,52,"71",74,79,83,52,74,87,77,81,56,78,57,80,91,65,70,44,84,73,100,86,61,78,69,74,77,67,47,78,79,89,69,63,60,75,"25",26,33,77,29,35,70,86,37,0,0,36,59,56,37,61,74,80,78,54,18,45,31,47,18,0,27,53,67,18,15,43,20,78,67,55,21,12,23,12,61,50,58,57,71,47,76,26,77,22,25,43,0,58,88,68,35,27,71,100,27,63,78,84,4,66,74,47,32,0,0,41,78,12,9,31,82,36,51,49,43,0,74,16,"28",73,42,59,80,54,75,42,73,73,87,85,68,0,78,79,61,91,82,70,0,22,35,59,0,57,0,0,36,0,64,69,56,65,72,90,86,76,39,92,42,28,46,67,73,4,40,66,63,0,50,17,0,3,56,66,84,0,35,38,54,63,76,71,52,55,0,22,49,20,79,80,61,68,39,76,47,0,61,78,89,77,79,27,30,79,68,82,85,79,79,80,18,48,14,54,20,72,32,54,46,18,53,39,31,52,22,98,25,23,11,49,52,39,0,36,0,97,64,0,38,9,63,80,41,38,65,60,39,66,80,73,82,0,30,16,49,72,0,89,73,0,42,23,53,0,0,0,27,28,48,60,26,30,17,60,13,5,0,24,0,35,52,47,9,71,32,91,23,23,77,43,45,34,13,26,87,54,19,22,32,19,11,0,15,43,23,23,30,81,90,65,81,74,25,21,63,37,33,92,40,44,36,36,12,65,68,84,82,70,69,86,53,78,0,69,0,48,88,11,0,23,65,0,18,27,64,81,72,27,77,78,50,56,18,75,73,26,54,28,64,91,56,67,50,59,58,73,29,0,75,95,75,41,62,56,21,83,21,62,0,53,37,35,19,62,0,5,26,59,53,0,79,34,72,50,41,56,86,61,54,55,12,39,36,39,42,76,61,25,46,0,47,66,84,65,0,11,41,36,36,40,50
"33","2006-09-01",60,65,81,49,74,67,0,34,87,56,60,47,88,70,81,0,77,0,0,0,0,0,0,50,49,23,40,69,43,66,54,23,20,26,55,33,44,19,36,42,44,54,34,59,78,61,39,21,19,0,43,35,42,"55",50,70,69,34,71,80,61,57,61,62,55,70,81,46,64,33,73,61,71,76,56,77,57,64,64,52,65,46,67,49,55,50,38,45,"32",16,16,63,28,35,55,54,37,25,0,38,32,40,27,60,54,69,74,26,6,54,32,52,56,25,62,35,58,36,41,58,38,71,59,53,20,40,38,45,40,46,18,27,67,39,60,30,60,40,32,57,30,60,83,56,52,39,71,63,0,72,91,48,8,43,35,27,35,30,48,48,70,0,13,39,72,48,42,43,40,0,47,24,"41",64,39,42,61,42,67,51,57,99,69,68,68,0,58,64,41,79,69,57,18,42,33,60,31,56,15,0,17,13,61,65,53,61,69,80,89,72,62,29,0,54,50,52,63,21,81,71,30,0,45,22,0,2,45,63,77,0,17,51,45,56,55,81,57,58,29,14,43,19,58,74,48,55,58,61,53,16,54,70,86,65,73,21,0,64,65,76,77,81,73,71,17,38,30,56,26,66,28,59,47,17,44,46,29,55,29,83,30,30,17,61,0,45,0,45,0,88,54,31,36,27,41,74,67,44,62,60,32,69,68,60,66,0,31,0,47,53,0,82,64,45,22,100,51,0,25,33,52,27,31,100,22,27,19,38,25,5,0,20,0,57,51,48,9,64,0,85,0,27,58,47,50,31,25,0,62,67,37,0,48,56,43,37,31,80,38,43,56,75,92,59,71,64,18,36,60,50,29,57,40,43,40,34,22,65,44,74,69,40,65,72,68,49,0,60,6,54,88,4,0,0,56,0,9,25,36,71,59,43,70,63,18,43,0,61,59,30,59,34,61,58,84,41,40,19,53,64,44,15,66,83,74,50,44,58,25,59,20,26,0,45,45,46,11,33,0,5,31,52,39,19,75,32,59,66,63,49,71,46,43,48,39,36,46,18,35,73,81,34,26,25,40,53,65,56,0,10,52,49,29,50,0
"34","2006-10-01",57,68,71,44,57,63,20,34,89,56,59,72,26,58,36,0,69,0,0,26,0,0,0,41,14,41,36,67,34,75,60,25,15,44,23,37,40,25,37,24,68,51,40,47,48,52,44,38,17,25,61,24,32,"32",61,64,60,47,67,66,59,53,61,62,58,68,65,51,61,29,65,57,52,72,58,78,40,52,79,46,65,69,62,47,51,45,68,48,"28",40,35,48,31,41,55,27,20,22,0,57,43,52,36,50,35,74,61,46,16,56,33,53,19,22,28,57,78,47,18,22,17,61,70,42,18,65,53,44,28,33,33,43,68,37,69,27,47,44,54,54,27,36,50,37,68,70,77,64,23,78,53,48,0,52,36,16,35,33,0,26,78,10,10,52,60,50,72,23,54,0,47,54,"36",50,41,56,39,31,58,60,48,69,56,54,64,39,67,64,28,71,64,54,8,36,37,64,0,63,13,0,61,11,51,83,52,55,39,51,71,60,53,26,18,0,47,47,49,37,59,65,27,0,37,35,0,8,13,59,62,0,29,21,62,50,50,80,47,53,13,44,41,0,53,86,32,38,60,60,48,0,50,59,75,59,69,7,25,56,55,66,70,63,65,51,36,50,39,61,29,65,41,77,45,10,37,39,26,57,40,80,21,19,20,26,0,39,0,54,0,80,54,0,65,40,51,62,51,58,58,52,48,71,38,50,55,0,38,14,39,52,0,68,55,67,28,30,60,0,22,29,47,24,68,64,52,38,22,55,45,4,22,36,0,75,41,73,4,41,27,73,20,43,75,51,28,22,39,22,39,35,8,9,49,61,19,100,46,58,43,35,52,50,64,67,64,61,19,41,48,27,44,70,36,36,40,47,10,52,41,60,69,54,57,66,37,60,0,13,15,56,60,13,0,26,64,34,23,22,33,56,50,47,63,62,53,13,23,59,56,54,62,44,45,85,64,37,28,33,56,62,49,27,62,73,29,44,36,28,44,48,52,35,0,58,57,19,28,26,0,4,11,50,40,0,78,51,48,65,58,39,70,36,49,45,35,34,38,37,35,64,41,39,39,22,61,57,61,53,0,9,36,41,37,50,43
"35","2006-11-01",48,62,63,36,39,62,0,30,81,62,61,52,48,33,55,15,61,0,0,0,0,0,0,27,42,20,33,59,35,60,24,26,22,49,20,38,83,49,43,47,30,46,46,38,49,53,41,23,16,24,75,20,30,"26",45,46,56,35,47,64,56,46,40,48,45,56,69,46,42,33,57,47,58,60,47,65,33,42,59,36,40,39,56,61,46,37,33,32,"39",38,34,36,36,48,40,49,25,0,0,61,65,71,39,51,34,44,53,44,10,54,14,46,22,43,49,52,52,55,36,61,16,54,52,47,0,53,56,65,19,37,16,29,68,41,57,21,40,52,52,44,34,65,49,46,33,51,84,50,0,79,58,48,10,70,22,23,38,32,0,63,82,0,4,50,49,67,45,44,60,0,39,45,"22",35,39,48,48,32,43,44,52,79,41,37,44,0,53,47,46,59,54,45,0,34,31,49,0,78,13,0,30,16,28,71,60,32,38,48,72,53,30,0,0,16,36,46,41,39,62,52,26,0,30,59,0,11,17,40,48,0,14,38,61,47,32,81,54,47,19,20,43,17,47,50,24,32,52,41,24,0,37,52,67,52,55,9,0,43,55,51,59,44,55,52,14,46,22,57,65,63,52,80,44,25,42,47,51,67,58,65,41,22,27,31,0,51,0,41,0,73,43,40,43,54,31,43,52,64,60,33,49,68,42,47,51,0,35,33,26,43,0,58,50,39,23,39,72,4,0,42,11,23,64,68,41,46,12,41,60,6,0,47,13,78,48,64,7,23,26,62,19,50,74,59,27,24,5,0,33,55,24,0,71,48,51,32,83,74,51,62,67,41,66,57,55,53,26,42,41,13,49,35,30,40,44,59,29,55,42,55,57,28,46,57,49,50,0,35,10,55,40,3,0,38,55,0,15,0,37,46,26,55,43,39,31,19,0,56,42,59,58,50,38,76,47,27,35,16,44,55,68,35,54,70,60,49,27,17,30,64,17,45,0,57,53,22,31,10,0,0,32,36,38,16,82,28,41,58,56,34,59,32,55,48,29,34,51,40,26,60,20,34,49,0,56,39,44,47,0,9,46,50,39,32,0
"36","2006-12-01",37,46,49,29,27,49,0,20,79,35,50,43,37,17,22,0,30,0,0,0,0,0,0,17,0,34,28,55,25,70,39,24,28,23,31,35,43,28,16,36,37,31,26,34,40,45,21,32,0,28,50,28,35,"16",43,39,52,35,47,56,55,46,47,45,37,50,57,24,31,29,50,44,47,47,40,53,25,41,52,15,11,37,55,28,41,34,19,38,"48",43,0,34,43,33,40,32,18,0,0,36,31,34,32,50,27,43,43,25,6,36,23,44,34,49,35,47,39,34,29,40,0,53,42,41,30,55,50,41,52,32,25,27,75,30,50,12,36,48,36,28,29,34,50,36,19,13,48,50,25,39,35,39,6,48,35,35,31,24,0,19,62,11,15,44,49,47,41,25,58,0,36,38,"22",33,38,35,41,29,42,39,47,54,40,44,36,0,52,55,39,56,53,48,9,32,32,56,0,65,0,0,17,18,48,70,49,36,19,38,40,41,31,0,20,18,36,30,41,24,70,46,0,0,23,45,0,9,15,40,40,0,16,38,57,38,23,59,45,46,14,28,18,39,50,73,26,29,42,47,33,0,34,45,53,42,50,21,0,34,48,45,46,44,46,47,20,36,51,50,39,57,47,52,37,17,41,36,0,55,40,68,35,26,23,38,0,50,0,31,0,66,31,30,36,53,38,38,42,50,40,41,30,52,36,37,42,0,45,30,30,42,0,44,38,30,26,22,59,0,0,65,38,40,58,28,25,44,11,58,41,0,0,55,0,55,28,76,4,27,30,50,0,43,44,37,30,15,0,0,30,47,0,0,42,42,42,0,37,49,31,47,53,30,35,39,45,43,21,31,35,45,33,54,27,29,46,41,17,47,34,50,45,34,44,48,48,39,0,59,6,48,25,7,0,44,46,0,9,25,12,32,22,32,36,35,24,18,0,56,34,49,42,31,40,42,41,30,24,25,47,53,37,10,48,54,44,66,23,12,20,58,39,13,0,54,38,12,33,8,0,5,36,38,38,0,76,24,48,55,54,31,49,23,37,43,27,32,45,16,15,44,34,19,21,0,44,32,43,33,0,20,42,51,57,31,47
"37","2007-01-01",63,72,86,55,58,65,0,55,86,66,56,61,29,32,41,14,92,0,0,22,0,0,0,41,12,44,39,70,33,80,65,33,13,41,40,46,34,33,57,41,29,50,14,64,42,54,23,22,29,22,67,30,41,"27",70,81,67,54,81,82,71,67,59,74,61,67,81,72,66,38,88,73,52,78,69,80,58,63,80,32,57,72,72,48,71,61,58,44,"47",54,24,72,33,46,61,33,20,19,0,55,55,75,40,71,40,69,65,20,29,74,54,69,33,38,44,73,76,36,18,51,29,63,75,65,15,42,43,37,41,42,33,42,50,68,66,23,56,52,42,49,15,61,47,44,58,40,72,44,20,55,48,56,14,46,50,21,31,42,0,22,82,9,12,54,93,53,51,52,65,0,55,34,"47",78,50,56,61,54,61,59,77,82,84,83,68,33,75,96,58,95,83,88,7,32,35,62,0,77,23,0,13,19,44,73,64,9,30,46,40,52,45,22,0,14,42,36,60,32,58,56,23,0,49,50,0,9,57,67,57,0,19,49,54,44,45,73,56,58,23,23,33,15,59,72,47,59,65,84,69,0,52,69,83,69,71,13,0,69,58,80,76,71,71,75,26,63,40,73,45,74,43,77,58,58,76,62,34,100,48,82,18,40,24,69,37,58,0,59,0,91,60,23,45,48,45,91,52,65,51,48,42,70,72,64,68,35,33,12,40,58,0,91,72,35,38,0,65,0,38,25,40,21,60,74,68,46,21,55,49,4,0,38,18,64,56,60,5,63,0,85,17,50,71,44,65,40,24,29,74,48,35,16,56,61,45,29,92,47,47,64,62,63,77,65,74,75,48,43,27,39,43,55,42,46,61,46,17,76,51,75,78,50,69,83,98,57,0,42,17,81,51,3,39,17,66,29,20,58,37,78,77,37,73,74,27,30,26,58,62,35,49,54,85,53,14,45,56,14,70,73,52,27,66,84,70,49,43,68,34,100,15,35,0,53,55,29,21,32,0,4,19,51,45,0,72,31,46,69,91,59,74,33,50,51,15,40,67,47,30,65,53,34,70,0,59,44,81,92,0,0,58,68,31,53,0
"38","2007-02-01",52,69,78,46,62,60,0,40,68,62,63,66,27,50,33,14,72,0,0,0,0,0,0,37,40,56,35,75,32,53,51,25,39,57,24,48,82,41,41,48,44,45,25,59,42,57,16,41,39,0,75,33,45,"29",52,64,67,37,59,73,47,57,51,63,46,66,77,56,43,38,67,59,63,70,52,67,47,58,78,23,44,66,64,29,52,51,31,45,"41",43,26,62,50,50,56,20,19,21,54,48,69,74,29,49,38,67,59,32,24,65,19,61,18,41,30,68,83,54,10,37,0,67,47,53,17,45,50,43,33,31,24,39,62,61,76,65,57,86,40,44,0,74,43,38,39,38,51,40,21,95,46,49,13,40,54,29,33,30,0,48,90,0,13,50,68,56,55,10,47,0,50,37,"47",65,43,54,51,34,53,48,55,63,65,64,61,0,63,71,54,77,69,59,63,46,32,73,0,76,0,29,42,20,47,79,57,91,24,46,55,52,41,0,0,15,42,41,57,37,47,60,25,0,57,44,0,12,51,53,53,0,44,57,73,51,42,77,63,61,42,27,44,24,54,69,46,51,52,67,46,0,47,64,79,60,68,24,15,60,55,65,69,73,65,66,30,41,36,56,43,68,40,68,57,19,54,57,24,71,49,85,20,28,21,26,40,51,0,41,30,78,44,25,60,15,51,70,54,59,53,43,39,73,59,56,62,0,42,19,56,40,0,68,60,37,18,46,62,0,21,54,21,56,53,73,43,41,23,53,44,8,41,37,0,62,43,88,4,55,25,74,18,37,86,53,22,44,31,20,72,78,45,0,56,25,65,62,87,78,40,58,55,57,81,67,75,72,52,44,64,63,46,65,35,43,35,43,28,58,49,65,80,41,65,74,45,53,0,41,28,69,100,6,43,12,64,63,42,21,40,62,61,37,68,63,20,38,28,60,48,45,53,60,52,57,39,45,40,26,60,64,55,29,62,78,51,54,37,46,45,60,24,16,0,64,49,14,13,37,0,0,35,47,76,0,78,27,45,72,61,46,60,50,62,47,9,33,47,36,28,64,38,36,40,21,44,51,68,54,0,21,38,59,39,39,0
"39","2007-03-01",47,62,67,49,50,68,16,39,59,48,54,91,37,31,47,0,52,0,0,0,0,0,0,40,24,51,42,72,35,72,48,28,15,51,45,39,84,23,27,67,47,48,33,60,40,57,30,44,62,0,56,34,41,"22",59,63,68,28,50,66,49,57,41,57,43,66,64,70,38,34,68,58,48,68,60,70,48,55,58,42,40,64,61,29,53,49,28,37,"40",60,17,56,31,95,58,28,13,19,32,46,67,63,52,45,33,59,57,28,30,68,19,47,38,37,91,63,67,37,43,21,14,68,50,33,15,52,54,42,36,39,24,5,37,41,73,27,44,100,50,33,44,81,40,32,56,43,50,39,19,53,42,59,30,43,19,20,34,27,0,87,85,9,15,57,65,58,63,60,45,0,57,48,"39",54,41,40,51,47,47,53,50,65,70,72,62,0,66,73,58,75,67,48,27,35,34,68,0,80,0,26,13,14,54,74,49,45,29,42,48,42,30,22,15,13,34,35,46,51,28,61,77,0,43,49,0,13,22,48,53,0,37,40,59,63,42,82,56,57,38,21,61,0,59,77,42,53,49,59,56,0,50,62,76,62,67,11,14,52,52,57,65,61,61,56,27,65,32,54,40,67,58,77,47,68,73,60,65,80,43,74,49,38,26,24,0,56,0,47,0,77,47,22,54,46,52,58,47,62,52,49,46,65,40,55,59,0,38,40,53,47,0,68,56,0,13,33,62,0,18,60,29,60,46,65,37,58,8,58,28,4,37,52,11,86,52,82,8,48,22,72,0,50,67,60,66,33,14,0,48,56,27,8,65,45,47,28,74,64,43,60,72,46,80,66,67,63,58,58,13,30,48,74,30,42,74,47,37,58,52,67,69,33,60,65,55,54,0,48,33,89,59,11,76,11,67,28,10,19,0,53,58,49,69,64,26,40,13,60,45,68,56,58,50,55,66,41,42,23,56,60,53,33,59,71,51,53,34,28,29,76,29,19,0,54,48,28,15,29,0,0,23,42,45,14,80,18,45,70,64,43,63,40,45,46,39,34,61,47,22,64,43,25,36,18,42,53,56,51,0,8,47,49,15,35,35
