"date","c.入門","cdr.書き込み","e.n","fun","fx.兄貴","html.タグ.一覧","info","jp.company","korean.air","l.o","lan.ケーブル.価格","lec.公務員","mac.価格","mcp.資格","mov.再生","ngk.プラグ","nihonn","opera.ダウンロード","pdf.変換.フリー","syu","vendor","vi.コマンド.一覧","web.アクセス","zip.ダウンロード","zip.パス.解析","zookeeper","あ.ぱぱ","あい.で.む","アイコン.フリー","アイコン.位置","アイデム","アウドムラ.の.恩恵","アクセス.できない","アドレス.変更.方法","アドレス.帳.保存","アドレス.帳","アプリ.作成","ある.ばい.と","ある.ばい","アルキタ","アルティザン...アーティスト","アルバイト.an","アルバイト.京都","アルバイト.募集","アルバイト.千葉","アルバイト.名古屋","アルバイト.埼玉","アルバイト.札幌","アルバイト.横浜","アルバイト.求人.情報","アルバイト.求人","アルバイト.神奈川","アルバイト.福岡","アルバイト.関西","アルバイト","アレグロ.アジテート","アンインストール.方法","アンティーク.雑貨","いき.もの.がかり.気まぐれ.ロマンティック","いき.もの.がかり.気まぐれ","インザ.スカイ","ヴィゾフニル","ウィメンズ.パーク","エキサイト.翻訳","エスノ","エラー.修復","オークション.yahoo","おすすめ.フリー","カクテル.レシピ","カスタム.少女.xp","カフェ.アルバイト","カフェ.開業","カレント.エリオット","カロリー.レシピ","ギター.カタログ","キヤノン.ビズ.ア.テンダ","キャプチャ.方法","ギャラン.フォルティス.スポーツ.バック","ギャラン.フォルティス.スポーツ","キュー.レット.ミューラー.ts","ギリシャ.文字.読み方","キレイ.ぱど","クソスレ","ぐるなび.関西","グルメ.キャリー","ゲーム.一覧","ゲーム.板","ゲーム.無料.ダウンロード","ゲーム.育成","こ.ゆく.て.おいしい","コーディネーター.求人","コピー.フリー","コマンド.オプション","コマンド.一覧","サーチ.方法","サイト.作り方","サマー.セット.パレス.ソウル","サンリオ.ゲーム","し.ごと.情報","じしょ","シュガー.ケイ","シュミレーション.ゲーム","ショートカット.一覧","ジョブキタ","スカイマーク.ツアー","スクロール","スター.ネット","スタートアップ.削除","ステレオ","スパゲッティ.レシピ","スピーカー.設置","セーフティー.ネット","セインツロウ.2.攻略","セインツロウ.2","ソニック.ワールド.アドベンチャー","ソニック.ワールド","ソリティア.攻略","タイピング.ゲーム.無料","タイヨウノハナ","タウンワーク","タグ.一覧","ツールバー.削除","テキスト.エディタ.フリー","デコ.デザイン","デザイナー.求人","デザイン.求人","デジタル.化","ドーモ.ネット","ドーモ","どうぶつ.の.森.wii.攻略","ドクターシーラボ.bb.クリーム","どっと.コム","トナー.価格","どんぶり.街道","ニチイ.医療.事務","ヌギャー","ネイル.スクール","ネットワーク.表示","ねとらじ.スケープ","の.む.こむ","ノート.比較","パーク.ハイアット.東京.デリカ.テッセン","パーツ.センター","バスケットボール.ルール","パチスロ.カイジ.2","パチスロ.実機","パチンコ.アルバイト","パッチ.当て","ハブ.価格","はら.ドーナッツ","ハローワーク.川崎","ハローワーク.札幌","ハローワーク.横浜","ハローワーク","ハングル.入力","バンジョー.と.カズーイ.の.大.冒険.ガレージ.大.作戦","ヒール...トゥ","ヒーロー.インザ.スカイ","ヒーローズ.イン.ザ.スカイ","ヒーローズ.インザ.スカイ","ピッピ.靴","ビューティー.ナビ","ブーン.ルミナス","ファイル.名.一括.変換","ファイル.名.置換","ファブリック.バード","フォルダ.オプション","フォルダ.削除","フォルダ.表示","フォルティス.スポーツ.バック","プチフリ","フットサル.タイムズ","ぶら.う","ブライダル.求人","ブラウザ.シェア","ブラウザ.比較","プラグ.形状","プリキュア.無料","ふるさと.雇用","フレッツ.料金","プレミア.ショップ","ふろ.む","プロジェクター.比較","フロムエー","ヘタリア.名前","ベネッセ.ウィメンズ","ベルキュロス","ヘルパー.資格.取得","ホームページ.作成.フリー.ソフト","ホームページ.作成.フリー","ホームヘルパー.2.級","ホイール.通販","ホテル.地図","マイ.プレミア.ショップ","マイケル.ボルダック","マウス.価格","マクドナルド.求人","まったり.壁紙","マニュアル.日本.語","メーカー.一覧","メール.保存","メシウマ.aa","メニュー.の.作り方","メニュー.バー","モータ.原理","もろみ.え","ラベル.印刷.フリー","ランタイム.ダウンロード","リストラ","リンク.設定","ルーン.ファクトリー.フロンティア.攻略","ルーン.ファクトリー.フロンティア","レシピ.野菜","ワーキン","ワーナー.マイカル.みなとみらい","ワーナー.マイカル.海老名","ワールド.アドベンチャー","ワンピ.ス","不動産.連合","不景気","不況","中古.車","中小.企業.緊急.雇用.安定.助成.金","中小.企業.雇用.安定.助成.金","事務.所.求人","事務.資格","二.角.取り","京都.アルバイト","企業.一覧","企業.倒産","企画.書.書き方","低.カロリー.レシピ","住み.心地","侍.戦隊","価格","保証.制度","倒産.件数","倒産.情報","健康.診断.料金","充.放電","先端.科学.技術.大学院.大学","光栄.ゲーム","免許.証.更新","全日空.時刻.表","全日空.時刻","公務員.試験.対策","再.就職.支援","分割.フリー.ソフト","創出","助成.金.雇用","助成.金","区役所.出張所","医療.事務.資格","卒業.年度","原.ドーナッツ","受信.メール","受験.資格","司書","名刺.作成.フリー","名刺.作成","商工.リサーチ","囲碁.入門","地下鉄.所要.時間","地名.読み方","基地.求人","場所.検索","塗装.方法","変換.効率","夕飯.シチュー","大学.一覧","大学.偏差.値.代ゼミ","大阪.アルバイト","失業.保険.受給","失業.保険","失業.給付","失業","学校.一覧","実機.販売","家具.通販","密室.から.の.脱出.2.攻略","密室.から.の.脱出.2","小田急.線.時刻.表","小田急.線.時刻","就職.支援","就職.資格","履歴.書.自己.pr","履歴.書.自己","履歴.書.見本","岡部.文彦","市役所.地図","希望.退職","帝国.データ.バンク","年.号.西暦","広島.アルバイト","店舗.賃貸","引越し.料金","弥生.会計.09","彼.の.名.は.ドラキュラ","彼.の.名.は","恋人.は.ミュージシャン","情報.ネット","拡張.子.変更","採用.係","換算","教師.求人","文字.読み方","新聞.記事.検索","既.卒.就職","日本.エイサー","日本.語.教師.求人","日経.消費.ウォッチャー","星空.の.湯","映画.情報","普及.拡大","景気.低迷","景気.動向","景気","書店.アルバイト","札幌.アルバイト","東.建.コーポレーション","東京.商工.リサーチ","東方.神.起.歌詞","桃太郎.電鉄.20.周年","楽器.採用","横浜.研究.所","橘.つばき","民事.再生.法.と.は","求人.ジャーナル","求人.情報","法人.設立","派遣.ex","消費.電力.計算","深夜.アルバイト","添付.ファイル.保存","無線.lan.比較","特報","画像.表示","画面.キャプチャ","留学.奨学.金","異.業種.交流.会","番長.3.攻略","病院.地図","症状.検索","発電.システム","登録.制.アルバイト","着.うた.フル.プラス","社団.法人.と.は","福祉.の.お.仕事","米.軍.基地.求人","経営.状況","経済.情勢","経費.削減","給付.日数","緊急.雇用.助成.金","緊急.雇用.安定.助成.金","緊急.雇用","縮小","美容.室.口コミ","翻訳.求人","耳.つ.ぼ.ダイエット","職業.訓練","自転車.カタログ","航空.券.激.安","英語.ニュース","英語.日本.語","補助.金.太陽.光.発電","西暦.対応.表","西暦.対応","西村.隼人","角.取り","評価.版","講師.求人","資格.就職","資金繰り","起動.できない","車検.費用","転送.設定","辞書.登録","退職.金.税金","通信.端末","通販.カタログ","運転.免許.証.更新","都.道府県.大戦.攻略","都営.バス.時刻.表","都営.バス.時刻","重政.豊","銀.魂.鑑定","録音.方法","開業.資金","雇用.保険.受給","雇用.創出","雇用.助成.金","雇用.助成","雇用.安定.助成.金","雇用.調整.助成.金","雇用.調整","雑誌.一覧","雑貨.求人","電力.計算","電力.量.計","音声.が.出.ない","音声.読み上げ.ソフト","音響.求人","食品.衛生.責任.者","食品.衛生.責任","高等.技能.訓練.促進.費","高等.技能.訓練","髪型.写真"
"2007-04-01",50,7,35,52,0,16,50,11,50,43,41,35,37,34,20,41,60,3,31,40,40,30,41,28,27,47,31,0,44,41,72,0,49,28,62,51,16,43,16,22,0,15,62,51,46,26,19,53,34,16,29,25,56,26,64,30,48,36,0,0,7,0,26,50,18,56,39,19,51,"0",51,19,0,23,8,0,39,0,0,0,24,0,9,"35",32,58,27,27,48,0,41,34,67,48,34,62,42,18,0,33,0,75,31,0,15,58,14,36,57,45,26,15,0,"0",0,9,34,56,0,31,20,24,59,13,75,48,45,24,21,"6",0,18,16,0,42,0,36,58,0,0,39,46,38,41,0,34,9,23,27,0,72,67,79,65,7,0,0,0,0,"0",69,50,0,40,48,0,70,79,42,0,0,35,28,15,68,52,41,16,0,37,0,0,30,65,0,47,"0",7,54,44,14,54,62,0,0,53,0,0,32,59,62,0,36,53,59,0,28,21,15,56,"0",0,40,51,"17",0,44,0,26,4,4,72,"0","0",48,34,40,40,41,20,51,34,18,0,67,19,20,14,23,8,55,16,40,20,39,29,27,34,32,7,22,58,19,42,0,47,60,43,8,84,25,40,18,27,41,40,37,63,0,34,34,50,20,70,50,54,40,26,54,0,"0",53,64,43,30,12,43,21,0,66,9,25,45,25,60,23,0,0,0,0,50,81,26,64,29,38,22,45,18,52,0,0,57,20,0,48,28,13,53,74,17,3,"0",27,62,0,12,16,52,78,23,27,11,41,28,36,55,59,54,42,"0",62,15,21,36,0,29,51,30,47,28,14,0,"0","0","0",77,36,75,0,54,45,53,35,35,3,"4","16",0,38,68,9,30,62,44,37,62,85,57,45,37,27,0,74,76,0,0,45,45,43,9,7,8,"2","0",4,26,37,40,57,18,28,22,64,63,0,0,38
"2007-05-01",59,23,39,50,0,20,50,0,41,0,24,30,40,25,34,47,70,12,35,48,34,30,34,26,17,46,26,0,43,44,70,0,42,56,28,40,19,25,21,27,0,27,47,49,29,35,39,53,28,27,30,34,46,22,65,0,23,76,0,0,9,16,24,49,40,31,40,16,48,"0",24,40,0,22,10,0,41,0,0,0,25,0,22,"33",38,55,32,42,55,0,63,33,62,46,21,71,35,23,0,31,0,67,26,19,39,62,19,55,61,46,51,13,0,"0",0,6,23,91,0,32,26,23,33,22,61,65,66,13,18,"0",0,15,11,0,35,0,30,60,0,0,42,0,39,50,0,25,6,25,22,0,55,51,42,60,12,0,0,0,0,"0",29,30,0,36,35,0,49,66,48,8,0,29,18,26,45,35,51,37,0,24,10,15,16,53,0,44,"0",6,51,30,30,12,58,0,0,67,68,0,42,45,76,0,35,67,53,0,23,35,19,63,"0",0,46,43,"39",30,31,56,45,4,6,74,"0","2",50,43,34,47,80,19,54,31,31,0,65,26,52,13,36,19,67,8,46,17,45,48,23,26,37,5,22,65,20,38,32,50,48,35,14,75,26,25,46,18,23,48,55,46,0,37,33,34,22,64,50,49,56,44,47,0,"3",28,52,61,25,53,34,27,0,61,4,30,57,32,46,12,0,0,0,0,52,57,22,64,39,37,40,30,17,43,0,0,57,17,0,38,30,22,53,36,19,2,"0",46,52,0,9,19,46,48,20,38,40,24,33,33,59,63,61,54,"2",78,43,42,41,0,33,28,75,29,64,31,31,"0","0","0",80,39,44,0,53,53,42,37,34,5,"10","8",0,52,53,19,25,31,58,73,56,84,60,46,49,49,0,69,56,0,0,38,16,24,8,5,8,"1","0",4,40,26,46,41,55,14,0,54,57,0,30,28
"2007-06-01",55,28,48,51,0,22,49,0,43,53,37,58,38,21,20,42,62,22,47,47,40,25,45,33,17,31,13,0,54,10,69,0,48,32,23,40,20,20,0,22,0,23,51,41,38,35,29,56,42,20,32,38,48,47,67,0,47,78,0,0,4,16,32,52,21,62,39,19,36,"0",42,24,0,23,6,0,32,0,0,0,20,0,21,"41",43,49,35,44,41,0,91,36,44,48,28,60,0,15,0,51,0,59,38,17,51,61,15,44,64,39,17,4,0,"1",0,9,50,78,0,30,22,27,37,27,58,55,56,20,32,"0",0,17,13,0,23,0,41,49,0,0,35,0,34,34,0,47,10,57,30,0,44,26,41,60,36,0,0,0,0,"0",0,30,0,48,43,39,51,72,49,8,0,14,41,22,18,55,42,16,6,27,15,22,40,57,0,52,"0",0,23,22,15,21,67,0,21,67,45,0,42,54,53,0,38,63,34,0,23,39,15,55,"0",0,41,33,"24",30,30,0,40,3,5,68,"0","0",40,36,38,44,60,34,63,47,21,0,69,28,8,17,16,13,66,8,49,17,32,33,13,31,43,7,16,62,18,33,0,36,43,32,14,63,28,58,40,36,23,38,31,56,0,37,52,45,27,54,53,53,49,33,49,0,"0",31,43,38,39,43,41,17,0,77,21,28,40,21,50,12,0,0,26,0,55,72,22,65,43,31,37,7,21,33,0,0,58,17,0,23,30,5,56,46,25,5,"0",0,59,0,15,15,44,62,0,37,35,32,19,34,72,68,60,47,"2",56,43,33,40,0,30,29,25,21,16,31,20,"0","0","0",78,49,43,0,46,41,56,45,33,7,"7","3",0,51,61,30,39,18,62,45,59,53,28,38,40,39,0,41,57,0,0,27,32,43,19,7,6,"3","0",3,31,15,54,7,30,31,36,41,46,15,0,32
"2007-07-01",53,16,26,38,0,11,44,25,63,41,45,28,35,36,38,55,63,16,35,43,41,29,55,41,47,40,12,0,46,23,56,0,52,39,27,34,26,19,13,26,0,24,47,34,36,37,19,38,27,17,37,29,27,37,61,0,55,54,0,0,4,0,32,50,38,50,41,21,36,"0",32,22,0,25,9,0,23,0,0,0,14,0,54,"37",41,45,42,35,53,0,32,33,70,43,30,61,0,18,0,39,0,71,20,19,49,61,16,33,58,39,32,20,0,"0",0,3,13,78,0,32,15,19,13,31,44,49,68,12,28,"0",0,19,9,0,28,0,55,53,0,17,31,0,34,41,0,47,8,81,45,0,42,36,74,55,23,0,0,0,0,"0",0,32,0,43,46,0,49,74,62,8,0,18,17,27,39,38,48,22,0,36,19,21,24,60,0,68,"0",0,42,40,23,34,71,0,0,51,22,0,38,54,48,0,16,54,32,0,44,27,14,56,"0",0,52,34,"23",34,36,0,30,2,6,69,"0","0",45,49,48,44,40,24,68,35,12,1,64,24,0,14,31,36,46,12,44,35,22,54,13,28,43,5,16,36,17,31,30,52,42,27,13,60,21,48,24,30,22,36,48,32,0,33,42,42,22,57,50,52,45,42,52,0,"0",44,56,39,43,59,41,15,0,77,27,26,56,30,55,15,0,0,12,0,50,57,0,61,28,15,35,7,13,23,0,24,47,16,0,41,31,10,38,58,20,4,"0",0,63,0,13,13,44,48,18,35,33,29,25,45,68,57,68,18,"0",69,4,30,29,0,27,45,36,47,22,24,10,"0","0","1",76,44,69,0,46,32,59,33,30,8,"0","10",0,40,48,18,43,64,50,38,73,62,35,36,50,39,0,47,55,0,23,65,57,36,15,5,5,"2","1",3,4,34,50,65,38,16,0,64,52,28,28,22
"2007-08-01",30,17,38,53,0,20,47,9,40,73,43,29,38,10,16,71,36,21,33,65,62,24,70,33,11,44,50,31,52,23,71,0,53,58,59,36,23,10,20,30,13,30,34,41,42,38,24,53,48,20,33,42,33,42,60,0,44,61,0,0,5,0,33,42,21,56,40,16,63,"0",27,69,0,16,28,0,48,0,6,0,19,0,42,"37",31,46,58,34,51,0,28,35,43,41,41,67,0,18,0,30,0,50,37,31,25,62,17,48,53,21,16,29,0,"0",0,4,31,31,0,30,23,27,25,21,51,48,60,6,29,"3",0,19,18,0,25,0,32,42,0,0,37,37,46,30,0,21,4,67,25,0,48,37,42,55,6,0,24,0,0,"0",0,36,0,39,25,0,53,67,49,8,0,24,11,31,54,51,45,26,0,24,30,15,24,67,5,59,"0",6,26,23,16,23,77,18,0,65,33,0,47,58,52,0,46,62,37,0,23,26,13,47,"0",0,47,32,"26",41,48,0,39,2,5,72,"0","2",46,25,39,32,46,35,68,19,35,0,62,23,17,17,32,19,38,30,48,16,38,19,26,35,36,8,15,41,19,30,0,45,39,29,17,72,25,24,44,26,22,55,41,22,0,31,31,51,21,55,52,50,37,43,33,0,"0",34,58,35,24,28,29,7,36,74,10,32,37,36,63,19,0,0,0,0,40,48,21,59,24,26,22,15,13,28,0,25,67,0,0,22,26,21,53,43,18,0,"0",0,35,0,7,16,45,51,0,38,47,25,42,37,67,69,15,40,"0",55,54,47,29,0,33,46,24,45,38,19,10,"1","0","1",73,45,38,0,48,43,71,29,35,10,"7","8",0,43,32,18,24,66,59,47,41,71,45,29,39,37,0,79,73,0,0,33,32,30,8,8,7,"4","0",1,30,40,35,60,29,33,0,66,49,14,29,67
"2007-09-01",41,33,36,54,0,14,43,17,73,42,13,43,39,34,29,41,57,12,41,51,52,15,40,31,27,38,37,46,38,14,81,0,48,54,50,39,26,49,20,27,0,23,49,36,28,40,31,53,36,26,36,25,35,29,62,0,41,82,0,0,7,0,33,47,27,34,45,17,70,"0",43,54,0,22,31,0,32,0,13,0,19,0,14,"35",31,50,33,37,57,0,42,34,39,39,24,58,0,22,0,57,0,42,20,18,50,56,16,58,56,13,25,16,0,"1",3,6,22,52,0,33,26,21,50,66,73,59,55,25,46,"0",0,17,20,0,37,0,43,52,0,0,25,37,39,21,0,34,14,53,21,0,63,34,45,59,6,0,0,0,0,"0",28,62,0,39,38,75,50,60,55,8,0,28,29,31,34,35,62,23,0,21,15,7,21,48,5,54,"0",12,33,26,25,40,70,0,0,80,44,0,53,57,53,0,29,57,44,0,45,38,9,47,"0",0,43,58,"13",29,31,0,56,3,6,80,"0","0",42,34,61,29,38,16,54,27,26,0,66,31,17,13,21,19,71,35,56,26,48,47,31,30,39,5,18,63,30,18,0,42,46,29,20,80,18,49,69,35,22,27,38,11,31,34,55,44,24,55,58,50,44,32,44,0,"0",41,44,42,44,19,26,22,0,52,3,27,50,15,63,23,0,0,13,0,49,55,0,62,28,21,12,7,17,23,0,25,56,0,0,28,24,11,53,57,19,13,"0",0,55,0,16,13,44,51,0,38,30,25,40,32,60,68,51,52,"2",62,17,36,39,0,30,34,0,52,23,11,30,"0","0","2",72,61,38,0,60,36,59,24,33,5,"7","5",0,55,52,33,44,30,61,48,35,71,40,37,50,40,0,35,47,0,23,37,26,24,11,5,6,"0","1",2,30,20,37,20,58,11,18,60,55,15,0,53
"2007-10-01",36,15,33,60,0,16,47,8,68,45,15,46,49,47,24,65,62,24,38,45,15,18,57,36,30,47,23,43,48,26,73,0,34,33,46,42,34,45,6,32,25,24,41,32,43,49,12,38,40,19,25,28,43,46,58,0,40,62,0,0,7,0,32,44,33,56,47,16,43,"0",53,14,0,21,17,0,37,0,0,0,45,0,13,"35",53,40,52,37,50,0,35,30,60,43,38,57,0,24,0,34,0,47,26,23,11,68,16,36,65,37,34,27,0,"1",3,5,25,48,0,32,29,29,38,88,54,38,68,29,45,"3",0,18,13,0,29,0,30,62,0,0,27,0,47,28,0,31,8,57,24,0,18,45,68,59,11,0,0,0,0,"0",26,44,0,39,28,35,55,87,75,0,2,48,42,35,58,45,46,30,6,32,28,20,20,57,0,48,"0",11,47,34,24,43,71,0,38,67,41,0,49,56,65,0,39,58,61,0,14,18,16,58,"0",0,43,30,"8",5,25,0,38,5,7,72,"0","0",49,36,72,32,49,30,60,43,16,0,67,37,15,15,42,46,29,16,46,24,44,30,24,32,36,7,19,54,24,32,0,55,34,26,15,61,25,75,59,20,10,38,45,31,0,36,29,49,33,58,50,47,55,49,39,0,"0",38,46,47,43,47,24,9,33,70,3,27,40,24,54,17,0,0,12,0,58,59,59,66,26,52,29,7,20,22,0,0,52,0,0,28,29,25,38,46,26,14,"3",20,56,0,9,22,42,62,17,23,32,45,34,31,67,61,47,50,"0",61,12,30,63,0,29,27,34,32,35,15,27,"0","0","0",70,40,35,0,58,40,26,33,38,7,"6","9",0,49,62,27,43,36,51,36,62,70,46,34,49,37,0,68,61,0,0,28,39,39,14,7,7,"2","1",3,28,28,40,61,36,20,0,59,49,20,54,25
"2007-11-01",45,15,41,59,0,15,47,8,67,26,40,47,57,19,21,42,60,9,37,63,42,23,79,39,20,43,0,29,46,18,55,0,44,42,34,43,20,37,31,36,12,16,51,30,28,35,37,35,39,16,31,23,42,31,55,0,57,63,0,0,5,15,34,53,31,53,49,20,48,"0",28,14,0,33,12,0,37,0,9,0,23,0,32,"44",54,61,44,39,47,0,48,30,67,44,25,61,0,31,0,56,55,67,27,12,29,60,42,63,57,46,27,27,0,"2",0,7,30,65,0,30,31,26,38,87,65,38,53,30,27,"0",0,16,15,0,35,0,29,41,0,0,41,0,43,31,0,6,10,55,12,0,50,51,55,53,22,0,45,0,0,"0",52,34,0,30,36,35,47,63,57,8,0,18,11,12,46,44,27,24,0,21,9,41,23,53,5,54,"0",6,60,36,15,49,62,0,19,68,41,0,42,40,75,0,31,64,45,0,35,20,11,50,"0",0,37,34,"18",71,17,0,37,6,9,68,"0","2",25,36,48,50,61,22,51,39,41,0,76,20,16,13,15,29,65,17,52,34,38,17,29,38,45,7,17,46,31,21,0,50,38,26,16,61,26,30,46,21,10,56,49,47,0,31,37,42,24,48,43,46,31,30,36,0,"3",41,54,34,31,35,26,7,0,63,19,31,41,29,50,20,0,0,12,0,44,60,20,63,40,22,34,0,12,31,0,0,56,15,0,42,29,20,35,33,24,10,"0",0,45,0,3,20,32,56,0,36,20,31,49,51,60,52,31,26,"0",56,12,38,46,0,41,50,46,39,93,33,19,"0","0","0",78,47,53,0,43,31,34,28,31,4,"9","10",0,48,46,45,31,58,57,35,52,60,28,48,41,43,0,56,60,0,0,28,15,33,14,7,7,"0","1",5,32,23,49,62,41,21,0,64,55,14,27,46
"2007-12-01",36,11,31,57,0,26,49,0,55,45,39,42,60,17,28,54,52,19,31,50,41,29,55,51,21,37,24,0,46,46,50,0,30,17,45,45,21,10,13,25,13,12,35,31,37,39,28,44,29,13,19,30,22,41,49,0,62,49,0,0,3,15,29,46,35,48,51,18,43,"0",23,7,0,21,15,0,15,9,10,0,19,0,13,"44",51,55,49,47,53,0,32,37,50,41,23,45,0,14,0,26,28,67,36,12,24,63,39,61,56,29,37,24,0,"1",0,4,71,68,0,24,41,18,40,83,56,38,77,19,43,"0",0,17,13,0,14,0,27,58,0,35,45,0,34,27,0,15,11,76,17,0,47,53,30,51,6,0,0,0,0,"0",27,7,0,53,50,37,61,84,56,12,0,19,28,28,48,54,32,41,6,31,10,14,12,40,0,44,"0",11,15,23,13,34,59,0,20,70,22,0,45,51,60,0,25,61,51,0,37,34,11,40,"0",0,33,25,"20",17,16,52,70,6,8,58,"0","0",29,36,48,39,39,24,47,30,14,1,79,22,24,19,26,42,75,17,38,16,38,18,9,40,33,5,15,52,23,38,0,51,38,27,3,68,19,48,53,51,22,40,29,50,0,28,50,37,29,51,43,43,41,31,33,7,"3",39,42,41,22,23,43,7,0,46,27,28,45,20,36,22,0,0,12,53,44,77,21,61,41,25,19,14,29,28,0,0,48,0,0,25,32,26,44,56,21,4,"0",64,41,0,8,14,34,48,0,29,59,25,34,47,60,57,50,51,"0",48,16,35,19,0,27,43,24,61,37,16,58,"0","0","0",78,33,27,0,44,14,36,36,32,3,"6","5",0,64,45,21,22,43,56,36,58,76,37,29,48,30,0,48,53,0,0,49,46,35,4,5,3,"0","0",4,21,19,50,45,42,19,0,69,56,0,29,43
"2008-01-01",33,10,52,55,0,40,49,16,70,38,44,25,72,33,32,50,61,23,37,31,38,13,46,46,5,30,22,28,42,25,62,0,44,48,29,40,26,26,12,32,42,19,44,39,50,51,31,48,32,21,36,29,54,22,57,0,50,84,0,0,7,0,31,50,48,56,51,25,33,"0",34,27,0,32,20,0,50,8,9,0,26,0,49,"32",60,63,45,41,44,0,51,38,47,38,21,71,0,33,0,51,0,50,21,15,22,56,21,47,68,50,33,26,0,"1",0,6,48,19,21,34,27,19,41,100,68,69,74,28,41,"5",0,23,11,0,36,0,59,48,0,16,44,0,28,35,0,28,7,55,46,0,17,54,66,58,10,0,0,0,0,"0",0,33,6,33,57,34,56,76,60,7,0,21,36,45,62,57,44,38,5,34,27,20,14,60,0,59,"0",0,39,28,27,41,56,0,19,86,30,0,44,60,62,0,15,67,30,0,60,27,12,53,"0",0,41,43,"14",10,12,0,60,7,15,74,"0","0",52,47,57,38,44,29,56,52,16,1,80,19,44,21,19,50,48,14,49,17,32,38,28,38,32,6,18,68,40,55,0,44,51,35,21,49,24,36,31,51,10,57,44,55,28,43,85,46,33,54,62,54,39,48,43,0,"0",37,48,56,42,58,39,15,0,57,22,27,35,46,33,32,0,0,11,0,55,59,0,59,29,35,36,7,25,38,0,0,58,0,0,33,45,14,48,46,21,22,"0",79,55,0,36,19,46,51,0,42,31,37,40,33,65,59,46,58,"0",48,7,41,17,0,35,43,22,34,34,29,0,"0","0","0",81,51,59,0,53,13,27,43,32,7,"9","11",0,51,48,33,42,58,66,45,40,89,59,59,52,37,0,56,59,0,0,27,28,39,10,6,7,"1","2",3,27,58,47,77,43,15,48,45,69,26,65,36
"2008-02-01",37,20,37,56,0,23,47,8,57,16,39,52,59,37,30,44,45,13,38,45,33,22,44,41,5,38,46,0,47,43,71,0,52,45,29,44,20,45,37,42,24,28,59,35,32,45,52,66,47,24,42,21,53,27,67,0,60,56,0,0,5,0,31,48,30,66,50,21,47,"0",56,35,0,38,20,0,44,8,12,0,36,0,25,"30",52,49,32,45,44,4,43,32,65,49,31,52,46,13,53,46,0,65,40,18,51,61,23,31,62,19,49,41,0,"1",0,8,25,38,0,36,34,29,39,85,83,73,82,6,16,"6",0,26,23,75,36,0,55,55,0,16,44,34,36,22,0,42,9,88,31,0,31,63,50,66,32,0,0,0,0,"0",0,37,0,25,16,52,40,78,66,15,0,26,47,34,50,60,30,48,0,26,14,47,17,50,0,57,"0",22,40,42,23,56,68,0,28,72,20,0,42,52,64,0,54,68,40,0,21,33,13,52,"0",0,43,49,"20",0,19,0,69,7,12,79,"0","2",58,54,52,42,47,30,49,45,35,0,74,26,68,23,30,23,72,16,53,18,35,26,12,27,34,7,25,57,29,44,0,61,55,37,30,61,28,15,72,20,31,38,28,46,0,46,47,45,43,62,57,55,26,39,50,0,"3",36,52,30,67,47,59,24,33,55,45,36,69,33,51,37,0,0,12,0,52,92,39,63,22,57,32,61,12,56,0,23,58,0,27,33,35,24,66,64,23,23,"0",0,59,0,18,19,45,53,0,35,67,29,48,31,69,78,27,44,"0",65,27,33,36,0,40,55,22,45,35,30,36,"0","0","1",77,59,52,0,55,30,26,46,37,12,"3","5",0,57,53,37,67,52,54,44,53,80,55,34,46,30,0,37,54,0,0,30,53,41,14,7,9,"1","1",3,20,78,45,49,36,23,0,66,77,0,0,57
"2008-03-01",25,39,42,65,0,26,50,15,45,46,29,38,55,39,32,73,78,21,38,47,43,13,50,50,10,37,11,14,43,33,77,0,41,39,48,45,21,30,53,52,35,25,48,44,41,50,52,60,77,23,45,49,73,41,68,0,61,60,0,0,2,0,33,44,21,47,52,15,39,"0",50,75,0,33,25,0,63,0,0,0,30,0,18,"40",60,51,55,42,36,4,41,36,50,37,36,64,0,36,0,53,0,56,22,34,50,65,30,68,58,39,40,18,0,"2",0,5,24,52,0,36,36,27,32,51,90,63,57,28,52,"3",0,29,16,48,33,0,62,60,0,0,34,0,39,40,0,24,12,57,26,0,38,31,69,67,16,0,21,0,0,"0",49,39,0,33,34,33,53,70,59,0,0,33,30,36,73,54,40,23,0,42,18,32,13,63,5,56,"0",21,16,23,14,43,75,0,36,71,29,22,45,63,69,0,22,70,39,0,47,32,11,64,"0",0,44,47,"13",31,26,48,66,7,7,77,"0","0",55,47,49,33,36,36,33,48,16,0,76,29,29,21,40,39,57,9,45,38,38,29,23,39,42,8,19,80,32,49,0,50,57,45,15,63,29,22,44,20,10,77,57,20,0,34,42,53,34,62,46,58,32,57,58,4,"3",62,98,47,61,66,66,17,0,65,22,34,71,59,56,54,0,0,0,0,48,65,75,61,75,27,23,46,41,82,0,0,51,14,26,45,32,43,60,75,25,12,"0",20,58,16,19,27,51,76,0,38,53,21,27,33,61,56,49,44,"0",66,41,28,43,0,37,62,0,43,41,29,26,"0","0","1",88,51,58,0,62,38,39,37,38,8,"6","23",0,49,60,46,61,47,60,42,80,75,65,52,51,44,0,33,65,0,0,29,37,41,20,8,4,"4","1",3,23,49,34,53,51,22,47,76,62,13,26,59
